date,state,partial,full,booster,booster2
2021-02-24,Johor,2,0,0,0
2021-02-24,Kedah,0,0,0,0
2021-02-24,Kelantan,0,0,0,0
2021-02-24,Melaka,0,0,0,0
2021-02-24,Negeri Sembilan,0,0,0,0
2021-02-24,Pahang,0,0,0,0
2021-02-24,Perak,0,0,0,0
2021-02-24,Perlis,0,0,0,0
2021-02-24,Pulau Pinang,0,0,0,0
2021-02-24,Sabah,1,1,0,0
2021-02-24,Sarawak,1,1,0,0
2021-02-24,Selangor,0,0,0,0
2021-02-24,Terengganu,0,0,0,0
2021-02-24,W.P. Kuala Lumpur,41,0,0,0
2021-02-24,W.P. Labuan,0,0,0,0
2021-02-24,W.P. Putrajaya,19,0,0,0
2021-02-25,Johor,79,0,0,0
2021-02-25,Kedah,0,0,0,0
2021-02-25,Kelantan,0,0,0,0
2021-02-25,Melaka,0,0,0,0
2021-02-25,Negeri Sembilan,0,0,0,0
2021-02-25,Pahang,123,0,0,0
2021-02-25,Perak,296,0,0,0
2021-02-25,Perlis,0,0,0,0
2021-02-25,Pulau Pinang,0,0,0,0
2021-02-25,Sabah,1,0,0,0
2021-02-25,Sarawak,2,0,0,0
2021-02-25,Selangor,43,0,0,0
2021-02-25,Terengganu,0,0,0,0
2021-02-25,W.P. Kuala Lumpur,545,0,0,0
2021-02-25,W.P. Labuan,2,0,0,0
2021-02-25,W.P. Putrajaya,55,0,0,0
2021-02-26,Johor,0,0,0,0
2021-02-26,Kedah,6,0,0,0
2021-02-26,Kelantan,0,0,0,0
2021-02-26,Melaka,259,0,0,0
2021-02-26,Negeri Sembilan,0,0,0,0
2021-02-26,Pahang,770,0,0,0
2021-02-26,Perak,564,0,0,0
2021-02-26,Perlis,156,0,0,0
2021-02-26,Pulau Pinang,325,0,0,0
2021-02-26,Sabah,12,0,0,0
2021-02-26,Sarawak,1367,1,0,0
2021-02-26,Selangor,279,0,0,0
2021-02-26,Terengganu,11,0,0,0
2021-02-26,W.P. Kuala Lumpur,328,0,0,0
2021-02-26,W.P. Labuan,0,0,0,0
2021-02-26,W.P. Putrajaya,19,0,0,0
2021-02-27,Johor,0,0,0,0
2021-02-27,Kedah,36,1,0,0
2021-02-27,Kelantan,0,0,0,0
2021-02-27,Melaka,16,0,0,0
2021-02-27,Negeri Sembilan,0,1,0,0
2021-02-27,Pahang,1766,0,0,0
2021-02-27,Perak,242,2,0,0
2021-02-27,Perlis,3,0,0,0
2021-02-27,Pulau Pinang,6,0,0,0
2021-02-27,Sabah,570,0,0,0
2021-02-27,Sarawak,3613,1,0,0
2021-02-27,Selangor,78,0,0,0
2021-02-27,Terengganu,1,0,0,0
2021-02-27,W.P. Kuala Lumpur,224,0,0,0
2021-02-27,W.P. Labuan,134,0,0,0
2021-02-27,W.P. Putrajaya,6,0,0,0
2021-02-28,Johor,823,0,0,0
2021-02-28,Kedah,784,1,0,0
2021-02-28,Kelantan,162,0,0,0
2021-02-28,Melaka,0,0,0,0
2021-02-28,Negeri Sembilan,0,0,0,0
2021-02-28,Pahang,99,0,0,0
2021-02-28,Perak,129,0,0,0
2021-02-28,Perlis,0,0,0,0
2021-02-28,Pulau Pinang,12,0,0,0
2021-02-28,Sabah,467,0,0,0
2021-02-28,Sarawak,3176,2,0,0
2021-02-28,Selangor,67,2,0,0
2021-02-28,Terengganu,461,0,0,0
2021-02-28,W.P. Kuala Lumpur,150,0,0,0
2021-02-28,W.P. Labuan,360,0,0,0
2021-02-28,W.P. Putrajaya,1,0,0,0
2021-03-01,Johor,2144,0,0,0
2021-03-01,Kedah,1065,1,0,0
2021-03-01,Kelantan,1794,0,0,0
2021-03-01,Melaka,157,0,0,0
2021-03-01,Negeri Sembilan,585,0,0,0
2021-03-01,Pahang,1207,1,0,0
2021-03-01,Perak,1890,1,0,0
2021-03-01,Perlis,354,0,0,0
2021-03-01,Pulau Pinang,447,0,0,0
2021-03-01,Sabah,127,0,0,0
2021-03-01,Sarawak,1731,0,0,0
2021-03-01,Selangor,609,1,0,0
2021-03-01,Terengganu,0,0,0,0
2021-03-01,W.P. Kuala Lumpur,2362,0,0,0
2021-03-01,W.P. Labuan,451,0,0,0
2021-03-01,W.P. Putrajaya,440,0,0,0
2021-03-02,Johor,1481,0,0,0
2021-03-02,Kedah,1187,0,0,0
2021-03-02,Kelantan,2869,0,0,0
2021-03-02,Melaka,1085,0,0,0
2021-03-02,Negeri Sembilan,1325,0,0,0
2021-03-02,Pahang,2105,0,0,0
2021-03-02,Perak,2543,0,0,0
2021-03-02,Perlis,538,0,0,0
2021-03-02,Pulau Pinang,1042,0,0,0
2021-03-02,Sabah,367,1,0,0
2021-03-02,Sarawak,635,2,0,0
2021-03-02,Selangor,1208,0,0,0
2021-03-02,Terengganu,2056,0,0,0
2021-03-02,W.P. Kuala Lumpur,2340,0,0,0
2021-03-02,W.P. Labuan,390,0,0,0
2021-03-02,W.P. Putrajaya,481,0,0,0
2021-03-03,Johor,2063,1,0,0
2021-03-03,Kedah,1401,0,0,0
2021-03-03,Kelantan,3393,0,0,0
2021-03-03,Melaka,1096,0,0,0
2021-03-03,Negeri Sembilan,1219,0,0,0
2021-03-03,Pahang,1315,0,0,0
2021-03-03,Perak,1974,0,0,0
2021-03-03,Perlis,539,0,0,0
2021-03-03,Pulau Pinang,1101,0,0,0
2021-03-03,Sabah,296,0,0,0
2021-03-03,Sarawak,493,2,0,0
2021-03-03,Selangor,2117,0,0,0
2021-03-03,Terengganu,2277,1,0,0
2021-03-03,W.P. Kuala Lumpur,2579,0,0,0
2021-03-03,W.P. Labuan,297,2,0,0
2021-03-03,W.P. Putrajaya,482,0,0,0
2021-03-04,Johor,1958,3,0,0
2021-03-04,Kedah,724,1,0,0
2021-03-04,Kelantan,3407,0,0,0
2021-03-04,Melaka,988,0,0,0
2021-03-04,Negeri Sembilan,1230,0,0,0
2021-03-04,Pahang,1129,0,0,0
2021-03-04,Perak,1026,0,0,0
2021-03-04,Perlis,298,0,0,0
2021-03-04,Pulau Pinang,1122,0,0,0
2021-03-04,Sabah,1759,4,0,0
2021-03-04,Sarawak,390,4,0,0
2021-03-04,Selangor,2261,1,0,0
2021-03-04,Terengganu,4,0,0,0
2021-03-04,W.P. Kuala Lumpur,2431,3,0,0
2021-03-04,W.P. Labuan,209,0,0,0
2021-03-04,W.P. Putrajaya,547,0,0,0
2021-03-05,Johor,335,0,0,0
2021-03-05,Kedah,137,2,0,0
2021-03-05,Kelantan,742,0,0,0
2021-03-05,Melaka,573,0,0,0
2021-03-05,Negeri Sembilan,535,0,0,0
2021-03-05,Pahang,2051,0,0,0
2021-03-05,Perak,1019,0,0,0
2021-03-05,Perlis,329,0,0,0
2021-03-05,Pulau Pinang,1032,0,0,0
2021-03-05,Sabah,3087,0,0,0
2021-03-05,Sarawak,1329,3,0,0
2021-03-05,Selangor,2467,0,0,0
2021-03-05,Terengganu,62,0,0,0
2021-03-05,W.P. Kuala Lumpur,253,0,0,0
2021-03-05,W.P. Labuan,165,0,0,0
2021-03-05,W.P. Putrajaya,236,0,0,0
2021-03-06,Johor,717,0,0,0
2021-03-06,Kedah,108,0,0,0
2021-03-06,Kelantan,0,0,0,0
2021-03-06,Melaka,0,0,0,0
2021-03-06,Negeri Sembilan,0,0,0,0
2021-03-06,Pahang,3244,0,0,0
2021-03-06,Perak,784,0,0,0
2021-03-06,Perlis,0,0,0,0
2021-03-06,Pulau Pinang,121,0,0,0
2021-03-06,Sabah,3929,0,0,0
2021-03-06,Sarawak,3647,2,0,0
2021-03-06,Selangor,3086,0,0,0
2021-03-06,Terengganu,105,0,0,0
2021-03-06,W.P. Kuala Lumpur,0,0,0,0
2021-03-06,W.P. Labuan,83,0,0,0
2021-03-06,W.P. Putrajaya,2,0,0,0
2021-03-07,Johor,1203,1,0,0
2021-03-07,Kedah,856,1,0,0
2021-03-07,Kelantan,223,0,0,0
2021-03-07,Melaka,0,0,0,0
2021-03-07,Negeri Sembilan,0,0,0,0
2021-03-07,Pahang,661,0,0,0
2021-03-07,Perak,3,0,0,0
2021-03-07,Perlis,0,0,0,0
2021-03-07,Pulau Pinang,120,0,0,0
2021-03-07,Sabah,2362,2,0,0
2021-03-07,Sarawak,4333,0,0,0
2021-03-07,Selangor,354,0,0,0
2021-03-07,Terengganu,2350,1,0,0
2021-03-07,W.P. Kuala Lumpur,0,0,0,0
2021-03-07,W.P. Labuan,100,0,0,0
2021-03-07,W.P. Putrajaya,0,0,0,0
2021-03-08,Johor,3019,1,0,0
2021-03-08,Kedah,3113,0,0,0
2021-03-08,Kelantan,1200,0,0,0
2021-03-08,Melaka,100,0,0,0
2021-03-08,Negeri Sembilan,1124,0,0,0
2021-03-08,Pahang,1053,0,0,0
2021-03-08,Perak,2247,0,0,0
2021-03-08,Perlis,839,2,0,0
2021-03-08,Pulau Pinang,1199,2,0,0
2021-03-08,Sabah,2052,0,0,0
2021-03-08,Sarawak,3170,1,0,0
2021-03-08,Selangor,3007,7,0,0
2021-03-08,Terengganu,2231,1,0,0
2021-03-08,W.P. Kuala Lumpur,2486,1,0,0
2021-03-08,W.P. Labuan,31,0,0,0
2021-03-08,W.P. Putrajaya,283,0,0,0
2021-03-09,Johor,2126,1,0,0
2021-03-09,Kedah,2293,0,0,0
2021-03-09,Kelantan,1019,0,0,0
2021-03-09,Melaka,955,1,0,0
2021-03-09,Negeri Sembilan,2411,0,0,0
2021-03-09,Pahang,944,0,0,0
2021-03-09,Perak,2905,0,0,0
2021-03-09,Perlis,1100,0,0,0
2021-03-09,Pulau Pinang,1372,0,0,0
2021-03-09,Sabah,3002,2,0,0
2021-03-09,Sarawak,2113,9,0,0
2021-03-09,Selangor,3892,26,0,0
2021-03-09,Terengganu,2189,0,0,0
2021-03-09,W.P. Kuala Lumpur,3284,2,0,0
2021-03-09,W.P. Labuan,26,0,0,0
2021-03-09,W.P. Putrajaya,369,0,0,0
2021-03-10,Johor,1636,2,0,0
2021-03-10,Kedah,2581,0,0,0
2021-03-10,Kelantan,798,1,0,0
2021-03-10,Melaka,895,0,0,0
2021-03-10,Negeri Sembilan,2364,0,0,0
2021-03-10,Pahang,1094,0,0,0
2021-03-10,Perak,1523,0,0,0
2021-03-10,Perlis,1085,0,0,0
2021-03-10,Pulau Pinang,2141,3,0,0
2021-03-10,Sabah,2903,2,0,0
2021-03-10,Sarawak,697,1,0,0
2021-03-10,Selangor,4874,0,0,0
2021-03-10,Terengganu,1823,0,0,0
2021-03-10,W.P. Kuala Lumpur,3797,0,0,0
2021-03-10,W.P. Labuan,126,0,0,0
2021-03-10,W.P. Putrajaya,395,0,0,0
2021-03-11,Johor,2100,0,0,0
2021-03-11,Kedah,1640,0,0,0
2021-03-11,Kelantan,357,1,0,0
2021-03-11,Melaka,869,0,0,0
2021-03-11,Negeri Sembilan,59,0,0,0
2021-03-11,Pahang,1883,0,0,0
2021-03-11,Perak,3711,0,0,0
2021-03-11,Perlis,762,0,0,0
2021-03-11,Pulau Pinang,2882,0,0,0
2021-03-11,Sabah,1960,6,0,0
2021-03-11,Sarawak,18,2,0,0
2021-03-11,Selangor,5087,0,0,0
2021-03-11,Terengganu,0,0,0,0
2021-03-11,W.P. Kuala Lumpur,4747,1,0,0
2021-03-11,W.P. Labuan,2,0,0,0
2021-03-11,W.P. Putrajaya,396,0,0,0
2021-03-12,Johor,719,0,0,0
2021-03-12,Kedah,714,0,0,0
2021-03-12,Kelantan,0,0,0,0
2021-03-12,Melaka,608,0,0,0
2021-03-12,Negeri Sembilan,1401,0,0,0
2021-03-12,Pahang,2534,0,0,0
2021-03-12,Perak,7321,0,0,0
2021-03-12,Perlis,585,0,0,0
2021-03-12,Pulau Pinang,2856,0,0,0
2021-03-12,Sabah,1464,0,0,0
2021-03-12,Sarawak,891,5,0,0
2021-03-12,Selangor,3740,1,0,0
2021-03-12,Terengganu,0,0,0,0
2021-03-12,W.P. Kuala Lumpur,3129,1,0,0
2021-03-12,W.P. Labuan,6,0,0,0
2021-03-12,W.P. Putrajaya,92,0,0,0
2021-03-13,Johor,1568,1,0,0
2021-03-13,Kedah,567,0,0,0
2021-03-13,Kelantan,0,0,0,0
2021-03-13,Melaka,230,0,0,0
2021-03-13,Negeri Sembilan,13,0,0,0
2021-03-13,Pahang,3299,0,0,0
2021-03-13,Perak,3223,0,0,0
2021-03-13,Perlis,216,0,0,0
2021-03-13,Pulau Pinang,805,0,0,0
2021-03-13,Sabah,2924,0,0,0
2021-03-13,Sarawak,1716,1,0,0
2021-03-13,Selangor,2463,0,0,0
2021-03-13,Terengganu,2,0,0,0
2021-03-13,W.P. Kuala Lumpur,0,0,0,0
2021-03-13,W.P. Labuan,0,0,0,0
2021-03-13,W.P. Putrajaya,0,0,0,0
2021-03-14,Johor,1133,0,0,0
2021-03-14,Kedah,1429,0,0,0
2021-03-14,Kelantan,72,1,0,0
2021-03-14,Melaka,0,0,0,0
2021-03-14,Negeri Sembilan,0,0,0,0
2021-03-14,Pahang,202,0,0,0
2021-03-14,Perak,1369,0,0,0
2021-03-14,Perlis,0,0,0,0
2021-03-14,Pulau Pinang,502,0,0,0
2021-03-14,Sabah,2936,2,0,0
2021-03-14,Sarawak,1064,1,0,0
2021-03-14,Selangor,547,0,0,0
2021-03-14,Terengganu,1035,0,0,0
2021-03-14,W.P. Kuala Lumpur,0,0,0,0
2021-03-14,W.P. Labuan,0,0,0,0
2021-03-14,W.P. Putrajaya,0,0,0,0
2021-03-15,Johor,1796,0,0,0
2021-03-15,Kedah,2643,0,0,0
2021-03-15,Kelantan,466,0,0,0
2021-03-15,Melaka,288,0,0,0
2021-03-15,Negeri Sembilan,698,0,0,0
2021-03-15,Pahang,200,0,0,0
2021-03-15,Perak,1642,1,0,0
2021-03-15,Perlis,471,0,0,0
2021-03-15,Pulau Pinang,1791,0,0,0
2021-03-15,Sabah,4196,0,0,0
2021-03-15,Sarawak,714,1,0,0
2021-03-15,Selangor,2515,0,0,0
2021-03-15,Terengganu,820,0,0,0
2021-03-15,W.P. Kuala Lumpur,1727,0,0,0
2021-03-15,W.P. Labuan,0,0,0,0
2021-03-15,W.P. Putrajaya,341,0,0,0
2021-03-16,Johor,1432,1,0,0
2021-03-16,Kedah,2677,1,0,0
2021-03-16,Kelantan,663,0,0,0
2021-03-16,Melaka,835,0,0,0
2021-03-16,Negeri Sembilan,1627,2,0,0
2021-03-16,Pahang,406,0,0,0
2021-03-16,Perak,4740,0,0,0
2021-03-16,Perlis,797,0,0,0
2021-03-16,Pulau Pinang,1999,0,0,0
2021-03-16,Sabah,3594,1,0,0
2021-03-16,Sarawak,538,1,0,0
2021-03-16,Selangor,3154,0,0,0
2021-03-16,Terengganu,779,0,0,0
2021-03-16,W.P. Kuala Lumpur,1943,0,0,0
2021-03-16,W.P. Labuan,0,0,0,0
2021-03-16,W.P. Putrajaya,218,0,0,0
2021-03-17,Johor,852,34,0,0
2021-03-17,Kedah,1634,0,0,0
2021-03-17,Kelantan,1362,0,0,0
2021-03-17,Melaka,798,0,0,0
2021-03-17,Negeri Sembilan,1469,0,0,0
2021-03-17,Pahang,642,0,0,0
2021-03-17,Perak,2830,0,0,0
2021-03-17,Perlis,792,0,0,0
2021-03-17,Pulau Pinang,1733,0,0,0
2021-03-17,Sabah,2509,1,0,0
2021-03-17,Sarawak,174,0,0,0
2021-03-17,Selangor,3922,0,0,0
2021-03-17,Terengganu,1,1,0,0
2021-03-17,W.P. Kuala Lumpur,1828,7,0,0
2021-03-17,W.P. Labuan,0,0,0,0
2021-03-17,W.P. Putrajaya,209,18,0,0
2021-03-18,Johor,1379,42,0,0
2021-03-18,Kedah,459,0,0,0
2021-03-18,Kelantan,715,0,0,0
2021-03-18,Melaka,589,30,0,0
2021-03-18,Negeri Sembilan,1049,0,0,0
2021-03-18,Pahang,905,120,0,0
2021-03-18,Perak,2917,173,0,0
2021-03-18,Perlis,723,1,0,0
2021-03-18,Pulau Pinang,1454,0,0,0
2021-03-18,Sabah,2022,0,0,0
2021-03-18,Sarawak,97,2,0,0
2021-03-18,Selangor,3612,41,0,0
2021-03-18,Terengganu,0,0,0,0
2021-03-18,W.P. Kuala Lumpur,1353,331,0,0
2021-03-18,W.P. Labuan,0,2,0,0
2021-03-18,W.P. Putrajaya,8,55,0,0
2021-03-19,Johor,18,0,0,0
2021-03-19,Kedah,298,6,0,0
2021-03-19,Kelantan,0,0,0,0
2021-03-19,Melaka,174,158,0,0
2021-03-19,Negeri Sembilan,273,0,0,0
2021-03-19,Pahang,1503,666,0,0
2021-03-19,Perak,1933,313,0,0
2021-03-19,Perlis,7,153,0,0
2021-03-19,Pulau Pinang,1493,332,0,0
2021-03-19,Sabah,997,0,0,0
2021-03-19,Sarawak,137,1556,0,0
2021-03-19,Selangor,2818,329,0,0
2021-03-19,Terengganu,0,6,0,0
2021-03-19,W.P. Kuala Lumpur,1039,292,0,0
2021-03-19,W.P. Labuan,0,0,0,0
2021-03-19,W.P. Putrajaya,0,19,0,0
2021-03-20,Johor,731,0,0,0
2021-03-20,Kedah,6,1,0,0
2021-03-20,Kelantan,360,0,0,0
2021-03-20,Melaka,0,0,0,0
2021-03-20,Negeri Sembilan,0,0,0,0
2021-03-20,Pahang,1347,1771,0,0
2021-03-20,Perak,1082,238,0,0
2021-03-20,Perlis,0,2,0,0
2021-03-20,Pulau Pinang,1885,1,0,0
2021-03-20,Sabah,863,541,0,0
2021-03-20,Sarawak,860,3420,0,0
2021-03-20,Selangor,559,0,0,0
2021-03-20,Terengganu,1,0,0,0
2021-03-20,W.P. Kuala Lumpur,0,0,0,0
2021-03-20,W.P. Labuan,0,126,0,0
2021-03-20,W.P. Putrajaya,0,0,0,0
2021-03-21,Johor,663,740,0,0
2021-03-21,Kedah,6,714,0,0
2021-03-21,Kelantan,362,148,0,0
2021-03-21,Melaka,0,0,0,0
2021-03-21,Negeri Sembilan,0,0,0,0
2021-03-21,Pahang,2914,96,0,0
2021-03-21,Perak,555,117,0,0
2021-03-21,Perlis,0,1,0,0
2021-03-21,Pulau Pinang,1438,1,0,0
2021-03-21,Sabah,38,308,0,0
2021-03-21,Sarawak,1471,2936,0,0
2021-03-21,Selangor,598,3,0,0
2021-03-21,Terengganu,1656,428,0,0
2021-03-21,W.P. Kuala Lumpur,1,1,0,0
2021-03-21,W.P. Labuan,0,346,0,0
2021-03-21,W.P. Putrajaya,0,0,0,0
2021-03-22,Johor,960,1811,0,0
2021-03-22,Kedah,14,1184,0,0
2021-03-22,Kelantan,374,1708,0,0
2021-03-22,Melaka,11,180,0,0
2021-03-22,Negeri Sembilan,601,530,0,0
2021-03-22,Pahang,31,1033,0,0
2021-03-22,Perak,364,1542,0,0
2021-03-22,Perlis,0,352,0,0
2021-03-22,Pulau Pinang,1254,394,0,0
2021-03-22,Sabah,679,288,0,0
2021-03-22,Sarawak,633,1825,0,0
2021-03-22,Selangor,2196,648,0,0
2021-03-22,Terengganu,1715,11,0,0
2021-03-22,W.P. Kuala Lumpur,862,2181,0,0
2021-03-22,W.P. Labuan,0,444,0,0
2021-03-22,W.P. Putrajaya,4,434,0,0
2021-03-23,Johor,588,666,0,0
2021-03-23,Kedah,4,1246,0,0
2021-03-23,Kelantan,17,2771,0,0
2021-03-23,Melaka,147,1082,0,0
2021-03-23,Negeri Sembilan,1754,1276,0,0
2021-03-23,Pahang,59,2121,0,0
2021-03-23,Perak,393,2978,0,0
2021-03-23,Perlis,0,534,0,0
2021-03-23,Pulau Pinang,817,1014,0,0
2021-03-23,Sabah,281,370,0,0
2021-03-23,Sarawak,190,639,0,0
2021-03-23,Selangor,2587,1165,0,0
2021-03-23,Terengganu,605,1977,0,0
2021-03-23,W.P. Kuala Lumpur,838,2181,0,0
2021-03-23,W.P. Labuan,1,371,0,0
2021-03-23,W.P. Putrajaya,7,472,0,0
2021-03-24,Johor,675,2408,0,0
2021-03-24,Kedah,10,1334,0,0
2021-03-24,Kelantan,19,3285,0,0
2021-03-24,Melaka,217,1103,0,0
2021-03-24,Negeri Sembilan,1374,1159,0,0
2021-03-24,Pahang,6,1370,0,0
2021-03-24,Perak,75,1872,0,0
2021-03-24,Perlis,4,529,0,0
2021-03-24,Pulau Pinang,780,1061,0,0
2021-03-24,Sabah,287,277,0,0
2021-03-24,Sarawak,141,480,0,0
2021-03-24,Selangor,1816,2056,0,0
2021-03-24,Terengganu,353,2214,0,0
2021-03-24,W.P. Kuala Lumpur,510,2888,0,0
2021-03-24,W.P. Labuan,0,293,0,0
2021-03-24,W.P. Putrajaya,8,479,0,0
2021-03-25,Johor,931,2303,0,0
2021-03-25,Kedah,6,537,0,0
2021-03-25,Kelantan,46,2810,0,0
2021-03-25,Melaka,153,1001,0,0
2021-03-25,Negeri Sembilan,818,1203,0,0
2021-03-25,Pahang,77,1479,0,0
2021-03-25,Perak,7,970,0,0
2021-03-25,Perlis,3,293,0,0
2021-03-25,Pulau Pinang,549,1103,0,0
2021-03-25,Sabah,316,1461,0,0
2021-03-25,Sarawak,139,383,0,0
2021-03-25,Selangor,1748,2138,0,0
2021-03-25,Terengganu,449,48,0,0
2021-03-25,W.P. Kuala Lumpur,1175,2898,0,0
2021-03-25,W.P. Labuan,0,194,0,0
2021-03-25,W.P. Putrajaya,1,541,0,0
2021-03-26,Johor,526,402,0,0
2021-03-26,Kedah,1,155,0,0
2021-03-26,Kelantan,11,697,0,0
2021-03-26,Melaka,143,572,0,0
2021-03-26,Negeri Sembilan,400,667,0,0
2021-03-26,Pahang,64,934,0,0
2021-03-26,Perak,10,1259,0,0
2021-03-26,Perlis,0,312,0,0
2021-03-26,Pulau Pinang,69,1009,0,0
2021-03-26,Sabah,24,2414,0,0
2021-03-26,Sarawak,70,1297,0,0
2021-03-26,Selangor,1063,2429,0,0
2021-03-26,Terengganu,0,0,0,0
2021-03-26,W.P. Kuala Lumpur,1418,259,0,0
2021-03-26,W.P. Labuan,1,169,0,0
2021-03-26,W.P. Putrajaya,120,234,0,0
2021-03-27,Johor,484,670,0,0
2021-03-27,Kedah,0,97,0,0
2021-03-27,Kelantan,0,0,0,0
2021-03-27,Melaka,306,0,0,0
2021-03-27,Negeri Sembilan,0,0,0,0
2021-03-27,Pahang,14,3083,0,0
2021-03-27,Perak,10,699,0,0
2021-03-27,Perlis,0,0,0,0
2021-03-27,Pulau Pinang,0,119,0,0
2021-03-27,Sabah,268,3491,0,0
2021-03-27,Sarawak,577,3307,0,0
2021-03-27,Selangor,36,2886,0,0
2021-03-27,Terengganu,0,0,0,0
2021-03-27,W.P. Kuala Lumpur,0,0,0,0
2021-03-27,W.P. Labuan,0,84,0,0
2021-03-27,W.P. Putrajaya,0,1,0,0
2021-03-28,Johor,1361,1133,0,0
2021-03-28,Kedah,45,833,0,0
2021-03-28,Kelantan,3,496,0,0
2021-03-28,Melaka,306,0,0,0
2021-03-28,Negeri Sembilan,0,0,0,0
2021-03-28,Pahang,7,797,0,0
2021-03-28,Perak,13,0,0,0
2021-03-28,Perlis,0,0,0,0
2021-03-28,Pulau Pinang,0,113,0,0
2021-03-28,Sabah,17,2708,0,0
2021-03-28,Sarawak,979,4278,0,0
2021-03-28,Selangor,0,283,0,0
2021-03-28,Terengganu,946,2200,0,0
2021-03-28,W.P. Kuala Lumpur,0,0,0,0
2021-03-28,W.P. Labuan,0,83,0,0
2021-03-28,W.P. Putrajaya,0,0,0,0
2021-03-29,Johor,889,2491,0,0
2021-03-29,Kedah,827,2738,0,0
2021-03-29,Kelantan,419,1548,0,0
2021-03-29,Melaka,26,96,0,0
2021-03-29,Negeri Sembilan,155,1101,0,0
2021-03-29,Pahang,2,1138,0,0
2021-03-29,Perak,2,2097,0,0
2021-03-29,Perlis,2,815,0,0
2021-03-29,Pulau Pinang,43,1106,0,0
2021-03-29,Sabah,181,3350,0,0
2021-03-29,Sarawak,1238,3186,0,0
2021-03-29,Selangor,1101,3066,0,0
2021-03-29,Terengganu,876,2186,0,0
2021-03-29,W.P. Kuala Lumpur,1969,2117,0,0
2021-03-29,W.P. Labuan,0,31,0,0
2021-03-29,W.P. Putrajaya,117,286,0,0
2021-03-30,Johor,594,2381,0,0
2021-03-30,Kedah,957,2319,0,0
2021-03-30,Kelantan,715,1021,0,0
2021-03-30,Melaka,325,917,0,0
2021-03-30,Negeri Sembilan,488,2342,0,0
2021-03-30,Pahang,2,1113,0,0
2021-03-30,Perak,9,2737,0,0
2021-03-30,Perlis,7,1067,0,0
2021-03-30,Pulau Pinang,95,1386,0,0
2021-03-30,Sabah,368,3006,0,0
2021-03-30,Sarawak,3085,2128,0,0
2021-03-30,Selangor,1603,3825,0,0
2021-03-30,Terengganu,681,2252,0,0
2021-03-30,W.P. Kuala Lumpur,2575,2483,0,0
2021-03-30,W.P. Labuan,0,24,0,0
2021-03-30,W.P. Putrajaya,4,368,0,0
2021-03-31,Johor,499,1466,0,0
2021-03-31,Kedah,884,2518,0,0
2021-03-31,Kelantan,561,780,0,0
2021-03-31,Melaka,723,899,0,0
2021-03-31,Negeri Sembilan,387,2316,0,0
2021-03-31,Pahang,16,928,0,0
2021-03-31,Perak,4,1710,0,0
2021-03-31,Perlis,248,428,0,0
2021-03-31,Pulau Pinang,211,1944,0,0
2021-03-31,Sabah,330,2882,0,0
2021-03-31,Sarawak,4287,719,0,0
2021-03-31,Selangor,596,4808,0,0
2021-03-31,Terengganu,585,1841,0,0
2021-03-31,W.P. Kuala Lumpur,592,3725,0,0
2021-03-31,W.P. Labuan,0,132,0,0
2021-03-31,W.P. Putrajaya,6,402,0,0
2021-04-01,Johor,2114,2206,0,0
2021-04-01,Kedah,1217,1659,0,0
2021-04-01,Kelantan,447,384,0,0
2021-04-01,Melaka,851,833,0,0
2021-04-01,Negeri Sembilan,1363,81,0,0
2021-04-01,Pahang,104,1960,0,0
2021-04-01,Perak,627,4056,0,0
2021-04-01,Perlis,6,1148,0,0
2021-04-01,Pulau Pinang,621,2326,0,0
2021-04-01,Sabah,843,1436,0,0
2021-04-01,Sarawak,4452,64,0,0
2021-04-01,Selangor,1713,5105,0,0
2021-04-01,Terengganu,633,217,0,0
2021-04-01,W.P. Kuala Lumpur,404,4678,0,0
2021-04-01,W.P. Labuan,108,0,0,0
2021-04-01,W.P. Putrajaya,361,387,0,0
2021-04-02,Johor,463,726,0,0
2021-04-02,Kedah,221,397,0,0
2021-04-02,Kelantan,84,0,0,0
2021-04-02,Melaka,769,628,0,0
2021-04-02,Negeri Sembilan,176,1414,0,0
2021-04-02,Pahang,412,2149,0,0
2021-04-02,Perak,308,5954,0,0
2021-04-02,Perlis,9,846,0,0
2021-04-02,Pulau Pinang,522,2633,0,0
2021-04-02,Sabah,173,1293,0,0
2021-04-02,Sarawak,2371,335,0,0
2021-04-02,Selangor,1336,3637,0,0
2021-04-02,Terengganu,0,0,0,0
2021-04-02,W.P. Kuala Lumpur,426,2738,0,0
2021-04-02,W.P. Labuan,108,36,0,0
2021-04-02,W.P. Putrajaya,187,92,0,0
2021-04-03,Johor,139,1548,0,0
2021-04-03,Kedah,14,434,0,0
2021-04-03,Kelantan,0,0,0,0
2021-04-03,Melaka,107,228,0,0
2021-04-03,Negeri Sembilan,7,13,0,0
2021-04-03,Pahang,0,2862,0,0
2021-04-03,Perak,28,2743,0,0
2021-04-03,Perlis,3,213,0,0
2021-04-03,Pulau Pinang,52,760,0,0
2021-04-03,Sabah,250,2470,0,0
2021-04-03,Sarawak,1945,996,0,0
2021-04-03,Selangor,15,2461,0,0
2021-04-03,Terengganu,0,0,0,0
2021-04-03,W.P. Kuala Lumpur,0,2,0,0
2021-04-03,W.P. Labuan,115,1,0,0
2021-04-03,W.P. Putrajaya,0,0,0,0
2021-04-04,Johor,1992,1163,0,0
2021-04-04,Kedah,559,1370,0,0
2021-04-04,Kelantan,37,85,0,0
