date,state,dose,daily_vac
2022-02-22,Sabah,1st Dose,2443
2022-02-22,Sarawak,1st Dose,10072
2022-02-22,Selangor,1st Dose,2324
2022-02-22,Terengganu,1st Dose,1546
2022-02-22,Kuala Lumpur,1st Dose,3937
2022-02-22,Labuan,1st Dose,241
2022-02-22,Putrajaya,1st Dose,601
2022-02-23,Johor,1st Dose,11763
2022-02-23,Kedah,1st Dose,2685
2022-02-23,Kelantan,1st Dose,1798
2022-02-23,Melaka,1st Dose,1238
2022-02-23,Negeri Sembilan,1st Dose,2299
2022-02-23,Pahang,1st Dose,3206
2022-02-23,Perak,1st Dose,1869
2022-02-23,Perlis,1st Dose,303
2022-02-23,Penang,1st Dose,3085
2022-02-23,Sabah,1st Dose,2434
2022-02-23,Sarawak,1st Dose,11116
2022-02-23,Selangor,1st Dose,1796
2022-02-23,Terengganu,1st Dose,1181
2022-02-23,Kuala Lumpur,1st Dose,4146
2022-02-23,Labuan,1st Dose,225
2022-02-23,Putrajaya,1st Dose,472
2022-02-24,Johor,1st Dose,12377
2022-02-24,Kedah,1st Dose,2634
2022-02-24,Kelantan,1st Dose,1702
2022-02-24,Melaka,1st Dose,1266
2022-02-24,Negeri Sembilan,1st Dose,2363
2022-02-24,Pahang,1st Dose,2463
2022-02-24,Perak,1st Dose,2273
2022-02-24,Perlis,1st Dose,221
2022-02-24,Penang,1st Dose,2911
2022-02-24,Sabah,1st Dose,2098
2022-02-24,Sarawak,1st Dose,8884
2022-02-24,Selangor,1st Dose,2402
2022-02-24,Terengganu,1st Dose,704
2022-02-24,Kuala Lumpur,1st Dose,6310
2022-02-24,Labuan,1st Dose,219
2022-02-24,Putrajaya,1st Dose,324
2022-02-25,Johor,1st Dose,7606
2022-02-25,Kedah,1st Dose,1827
2022-02-25,Kelantan,1st Dose,143
2022-02-25,Melaka,1st Dose,1339
2022-02-25,Negeri Sembilan,1st Dose,1645
2022-02-25,Pahang,1st Dose,1811
2022-02-25,Perak,1st Dose,2335
2022-02-25,Perlis,1st Dose,443
2022-02-25,Penang,1st Dose,3055
2022-02-25,Sabah,1st Dose,2623
2022-02-25,Sarawak,1st Dose,5531
2022-02-25,Selangor,1st Dose,11247
2022-02-25,Terengganu,1st Dose,439
2022-02-25,Kuala Lumpur,1st Dose,5650
2022-02-25,Labuan,1st Dose,118
2022-02-25,Putrajaya,1st Dose,49
2022-02-26,Johor,1st Dose,7284
2022-02-26,Kedah,1st Dose,1527
2022-02-26,Kelantan,1st Dose,503
2022-02-26,Melaka,1st Dose,1092
2022-02-26,Negeri Sembilan,1st Dose,1697
2022-02-26,Pahang,1st Dose,1188
2022-02-26,Perak,1st Dose,2487
2022-02-26,Perlis,1st Dose,110
2022-02-26,Penang,1st Dose,3333
2022-02-26,Sabah,1st Dose,5436
2022-02-26,Sarawak,1st Dose,10986
2022-02-26,Selangor,1st Dose,16845
2022-02-26,Terengganu,1st Dose,485
2022-02-26,Kuala Lumpur,1st Dose,3404
2022-02-26,Labuan,1st Dose,102
2022-02-26,Putrajaya,1st Dose,29
2022-02-27,Johor,1st Dose,7927
2022-02-27,Kedah,1st Dose,1279
2022-02-27,Kelantan,1st Dose,406
2022-02-27,Melaka,1st Dose,821
2022-02-27,Negeri Sembilan,1st Dose,1755
2022-02-27,Pahang,1st Dose,679
2022-02-27,Perak,1st Dose,2026
2022-02-27,Perlis,1st Dose,102
2022-02-27,Penang,1st Dose,2268
2022-02-27,Sabah,1st Dose,2955
2022-02-27,Sarawak,1st Dose,4512
2022-02-27,Selangor,1st Dose,12297
2022-02-27,Terengganu,1st Dose,400
2022-02-27,Kuala Lumpur,1st Dose,5475
2022-02-27,Labuan,1st Dose,114
2022-02-27,Putrajaya,1st Dose,21
2022-02-28,Johor,1st Dose,8386
2022-02-28,Kedah,1st Dose,1043
2022-02-28,Kelantan,1st Dose,737
2022-02-28,Melaka,1st Dose,599
2022-02-28,Negeri Sembilan,1st Dose,1296
2022-02-28,Pahang,1st Dose,577
2022-02-28,Perak,1st Dose,1087
2022-02-28,Perlis,1st Dose,210
2022-02-28,Penang,1st Dose,1837
2022-02-28,Sabah,1st Dose,3322
2022-02-28,Sarawak,1st Dose,5305
2022-02-28,Selangor,1st Dose,6376
2022-02-28,Terengganu,1st Dose,350
2022-02-28,Kuala Lumpur,1st Dose,4080
2022-02-28,Labuan,1st Dose,104
2022-02-28,Putrajaya,1st Dose,51
2022-03-01,Johor,1st Dose,6400
2022-03-01,Kedah,1st Dose,428
2022-03-01,Kelantan,1st Dose,328
2022-03-01,Melaka,1st Dose,795
2022-03-01,Negeri Sembilan,1st Dose,871
2022-03-01,Pahang,1st Dose,649
2022-03-01,Perak,1st Dose,1266
2022-03-01,Perlis,1st Dose,63
2022-03-01,Penang,1st Dose,1790
2022-03-01,Sabah,1st Dose,3022
2022-03-01,Sarawak,1st Dose,5127
2022-03-01,Selangor,1st Dose,2596
2022-03-01,Terengganu,1st Dose,50
2022-03-01,Kuala Lumpur,1st Dose,3241
2022-03-01,Labuan,1st Dose,109
2022-03-01,Putrajaya,1st Dose,570
2022-03-02,Johor,1st Dose,6101
2022-03-02,Kedah,1st Dose,664
2022-03-02,Kelantan,1st Dose,417
2022-03-02,Melaka,1st Dose,701
2022-03-02,Negeri Sembilan,1st Dose,1227
2022-03-02,Pahang,1st Dose,784
2022-03-02,Perak,1st Dose,982
2022-03-02,Perlis,1st Dose,339
2022-03-02,Penang,1st Dose,1525
2022-03-02,Sabah,1st Dose,2538
2022-03-02,Sarawak,1st Dose,6487
2022-03-02,Selangor,1st Dose,2324
2022-03-02,Terengganu,1st Dose,345
2022-03-02,Kuala Lumpur,1st Dose,2776
2022-03-02,Labuan,1st Dose,158
2022-03-02,Putrajaya,1st Dose,425
2022-03-03,Johor,1st Dose,5491
2022-03-03,Kedah,1st Dose,829
2022-03-03,Kelantan,1st Dose,709
2022-03-03,Melaka,1st Dose,674
2022-03-03,Negeri Sembilan,1st Dose,1028
2022-03-03,Pahang,1st Dose,785
2022-03-03,Perak,1st Dose,1054
2022-03-03,Perlis,1st Dose,130
2022-03-03,Penang,1st Dose,1340
2022-03-03,Sabah,1st Dose,1981
2022-03-03,Sarawak,1st Dose,4588
2022-03-03,Selangor,1st Dose,2490
2022-03-03,Terengganu,1st Dose,104
2022-03-03,Kuala Lumpur,1st Dose,2747
2022-03-03,Labuan,1st Dose,91
2022-03-03,Putrajaya,1st Dose,427
2022-03-04,Johor,1st Dose,4275
2022-03-04,Kedah,1st Dose,342
2022-03-04,Kelantan,1st Dose,162
2022-03-04,Melaka,1st Dose,454
2022-03-04,Negeri Sembilan,1st Dose,968
2022-03-04,Pahang,1st Dose,1070
2022-03-04,Perak,1st Dose,1412
2022-03-04,Perlis,1st Dose,115
2022-03-04,Penang,1st Dose,1200
2022-03-04,Sabah,1st Dose,2875
2022-03-04,Sarawak,1st Dose,2876
2022-03-04,Selangor,1st Dose,4848
2022-03-04,Terengganu,1st Dose,154
2022-03-04,Kuala Lumpur,1st Dose,2802
2022-03-04,Labuan,1st Dose,104
2022-03-04,Putrajaya,1st Dose,135
2022-03-05,Johor,1st Dose,3675
2022-03-05,Kedah,1st Dose,497
2022-03-05,Kelantan,1st Dose,458
2022-03-05,Melaka,1st Dose,645
2022-03-05,Negeri Sembilan,1st Dose,860
2022-03-05,Pahang,1st Dose,569
2022-03-05,Perak,1st Dose,1755
2022-03-05,Perlis,1st Dose,108
2022-03-05,Penang,1st Dose,934
2022-03-05,Sabah,1st Dose,4103
2022-03-05,Sarawak,1st Dose,5511
2022-03-05,Selangor,1st Dose,9565
2022-03-05,Terengganu,1st Dose,216
2022-03-05,Kuala Lumpur,1st Dose,2084
2022-03-05,Labuan,1st Dose,126
2022-03-05,Putrajaya,1st Dose,41
2022-03-06,Johor,1st Dose,3992
2022-03-06,Kedah,1st Dose,868
2022-03-06,Kelantan,1st Dose,384
2022-03-06,Melaka,1st Dose,672
2022-03-06,Negeri Sembilan,1st Dose,884
2022-03-06,Pahang,1st Dose,383
2022-03-06,Perak,1st Dose,814
2022-03-06,Perlis,1st Dose,269
2022-03-06,Penang,1st Dose,755
2022-03-06,Sabah,1st Dose,2289
2022-03-06,Sarawak,1st Dose,2733
2022-03-06,Selangor,1st Dose,8300
2022-03-06,Terengganu,1st Dose,181
2022-03-06,Kuala Lumpur,1st Dose,2547
2022-03-06,Labuan,1st Dose,64
2022-03-06,Putrajaya,1st Dose,19
2022-03-07,Johor,1st Dose,2363
2022-03-07,Kedah,1st Dose,632
2022-03-07,Kelantan,1st Dose,436
2022-03-07,Melaka,1st Dose,496
2022-03-07,Negeri Sembilan,1st Dose,683
2022-03-07,Pahang,1st Dose,745
2022-03-07,Perak,1st Dose,727
2022-03-07,Perlis,1st Dose,97
2022-03-07,Penang,1st Dose,877
2022-03-07,Sabah,1st Dose,2071
2022-03-07,Sarawak,1st Dose,2246
2022-03-07,Selangor,1st Dose,1671
2022-03-07,Terengganu,1st Dose,272
2022-03-07,Kuala Lumpur,1st Dose,3131
2022-03-07,Labuan,1st Dose,126
2022-03-07,Putrajaya,1st Dose,50
2022-03-08,Johor,1st Dose,2185
2022-03-08,Kedah,1st Dose,766
2022-03-08,Kelantan,1st Dose,470
2022-03-08,Melaka,1st Dose,621
2022-03-08,Negeri Sembilan,1st Dose,842
2022-03-08,Pahang,1st Dose,609
2022-03-08,Perak,1st Dose,1046
2022-03-08,Perlis,1st Dose,100
2022-03-08,Penang,1st Dose,1058
2022-03-08,Sabah,1st Dose,2226
2022-03-08,Sarawak,1st Dose,4709
2022-03-08,Selangor,1st Dose,2108
2022-03-08,Terengganu,1st Dose,296
2022-03-08,Kuala Lumpur,1st Dose,2589
2022-03-08,Labuan,1st Dose,129
2022-03-08,Putrajaya,1st Dose,494
2022-03-09,Johor,1st Dose,1951
2022-03-09,Kedah,1st Dose,747
2022-03-09,Kelantan,1st Dose,229
2022-03-09,Melaka,1st Dose,561
2022-03-09,Negeri Sembilan,1st Dose,726
2022-03-09,Pahang,1st Dose,739
2022-03-09,Perak,1st Dose,743
2022-03-09,Perlis,1st Dose,156
2022-03-09,Penang,1st Dose,906
2022-03-09,Sabah,1st Dose,1731
2022-03-09,Sarawak,1st Dose,4229
2022-03-09,Selangor,1st Dose,1757
2022-03-09,Terengganu,1st Dose,401
2022-03-09,Kuala Lumpur,1st Dose,3556
2022-03-09,Labuan,1st Dose,85
2022-03-09,Putrajaya,1st Dose,739
2022-03-10,Johor,1st Dose,1946
2022-03-10,Kedah,1st Dose,1088
2022-03-10,Kelantan,1st Dose,571
2022-03-10,Melaka,1st Dose,499
2022-03-10,Negeri Sembilan,1st Dose,619
2022-03-10,Pahang,1st Dose,659
2022-03-10,Perak,1st Dose,750
2022-03-10,Perlis,1st Dose,115
2022-03-10,Penang,1st Dose,881
2022-03-10,Sabah,1st Dose,1745
2022-03-10,Sarawak,1st Dose,4352
2022-03-10,Selangor,1st Dose,4071
2022-03-10,Terengganu,1st Dose,270
2022-03-10,Kuala Lumpur,1st Dose,2143
2022-03-10,Labuan,1st Dose,76
2022-03-10,Putrajaya,1st Dose,903
2022-03-11,Johor,1st Dose,2799
2022-03-11,Kedah,1st Dose,658
2022-03-11,Kelantan,1st Dose,186
2022-03-11,Melaka,1st Dose,626
2022-03-11,Negeri Sembilan,1st Dose,1336
2022-03-11,Pahang,1st Dose,1185
2022-03-11,Perak,1st Dose,1677
2022-03-11,Perlis,1st Dose,171
2022-03-11,Penang,1st Dose,980
2022-03-11,Sabah,1st Dose,2599
2022-03-11,Sarawak,1st Dose,3426
2022-03-11,Selangor,1st Dose,6070
2022-03-11,Terengganu,1st Dose,294
2022-03-11,Kuala Lumpur,1st Dose,2265
2022-03-11,Labuan,1st Dose,84
2022-03-11,Putrajaya,1st Dose,251
2022-03-12,Johor,1st Dose,1390
2022-03-12,Kedah,1st Dose,888
2022-03-12,Kelantan,1st Dose,305
2022-03-12,Melaka,1st Dose,698
2022-03-12,Negeri Sembilan,1st Dose,942
2022-03-12,Pahang,1st Dose,624
2022-03-12,Perak,1st Dose,1447
2022-03-12,Perlis,1st Dose,68
2022-03-12,Penang,1st Dose,1139
2022-03-12,Sabah,1st Dose,2673
2022-03-12,Sarawak,1st Dose,3288
2022-03-12,Selangor,1st Dose,8425
2022-03-12,Terengganu,1st Dose,289
2022-03-12,Kuala Lumpur,1st Dose,4331
2022-03-12,Labuan,1st Dose,76
2022-03-12,Putrajaya,1st Dose,130
2022-03-13,Johor,1st Dose,2754
2022-03-13,Kedah,1st Dose,1328
2022-03-13,Kelantan,1st Dose,168
2022-03-13,Melaka,1st Dose,412
2022-03-13,Negeri Sembilan,1st Dose,907
2022-03-13,Pahang,1st Dose,432
2022-03-13,Perak,1st Dose,782
2022-03-13,Perlis,1st Dose,165
2022-03-13,Penang,1st Dose,899
2022-03-13,Sabah,1st Dose,1858
2022-03-13,Sarawak,1st Dose,1191
2022-03-13,Selangor,1st Dose,7393
2022-03-13,Terengganu,1st Dose,268
2022-03-13,Kuala Lumpur,1st Dose,5335
2022-03-13,Labuan,1st Dose,70
2022-03-13,Putrajaya,1st Dose,62
2022-03-14,Johor,1st Dose,1817
2022-03-14,Kedah,1st Dose,942
2022-03-14,Kelantan,1st Dose,361
2022-03-14,Melaka,1st Dose,492
2022-03-14,Negeri Sembilan,1st Dose,642
2022-03-14,Pahang,1st Dose,531
2022-03-14,Perak,1st Dose,627
2022-03-14,Perlis,1st Dose,123
2022-03-14,Penang,1st Dose,749
2022-03-14,Sabah,1st Dose,1621
2022-03-14,Sarawak,1st Dose,2039
2022-03-14,Selangor,1st Dose,2190
2022-03-14,Terengganu,1st Dose,288
2022-03-14,Kuala Lumpur,1st Dose,2650
2022-03-14,Labuan,1st Dose,88
2022-03-14,Putrajaya,1st Dose,18
2022-03-15,Johor,1st Dose,1926
2022-03-15,Kedah,1st Dose,797
2022-03-15,Kelantan,1st Dose,284
2022-03-15,Melaka,1st Dose,377
2022-03-15,Negeri Sembilan,1st Dose,383
2022-03-15,Pahang,1st Dose,750
2022-03-15,Perak,1st Dose,671
2022-03-15,Perlis,1st Dose,87
2022-03-15,Penang,1st Dose,509
2022-03-15,Sabah,1st Dose,1497
2022-03-15,Sarawak,1st Dose,3175
2022-03-15,Selangor,1st Dose,3005
2022-03-15,Terengganu,1st Dose,246
2022-03-15,Kuala Lumpur,1st Dose,4241
2022-03-15,Labuan,1st Dose,107
2022-03-15,Putrajaya,1st Dose,616
2022-03-16,Johor,1st Dose,1667
2022-03-16,Kedah,1st Dose,1188
2022-03-16,Kelantan,1st Dose,269
2022-03-16,Melaka,1st Dose,478
2022-03-16,Negeri Sembilan,1st Dose,524
2022-03-16,Pahang,1st Dose,813
2022-03-16,Perak,1st Dose,509
2022-03-16,Perlis,1st Dose,76
2022-03-16,Penang,1st Dose,633
2022-03-16,Sabah,1st Dose,1631
2022-03-16,Sarawak,1st Dose,3210
2022-03-16,Selangor,1st Dose,1450
2022-03-16,Terengganu,1st Dose,510
2022-03-16,Kuala Lumpur,1st Dose,511
2022-03-16,Labuan,1st Dose,101
2022-03-16,Putrajaya,1st Dose,412
2022-03-17,Johor,1st Dose,2160
2022-03-17,Kedah,1st Dose,1354
2022-03-17,Kelantan,1st Dose,526
2022-03-17,Melaka,1st Dose,394
2022-03-17,Negeri Sembilan,1st Dose,458
2022-03-17,Pahang,1st Dose,562
2022-03-17,Perak,1st Dose,696
2022-03-17,Perlis,1st Dose,77
2022-03-17,Penang,1st Dose,506
2022-03-17,Sabah,1st Dose,1593
2022-03-17,Sarawak,1st Dose,3205
2022-03-17,Selangor,1st Dose,1777
2022-03-17,Terengganu,1st Dose,371
2022-03-17,Kuala Lumpur,1st Dose,679
2022-03-17,Labuan,1st Dose,52
2022-03-17,Putrajaya,1st Dose,11
2022-03-18,Johor,1st Dose,2516
2022-03-18,Kedah,1st Dose,576
2022-03-18,Kelantan,1st Dose,108
2022-03-18,Melaka,1st Dose,679
2022-03-18,Negeri Sembilan,1st Dose,1023
2022-03-18,Pahang,1st Dose,916
2022-03-18,Perak,1st Dose,1122
2022-03-18,Perlis,1st Dose,71
2022-03-18,Penang,1st Dose,873
2022-03-18,Sabah,1st Dose,1419
2022-03-18,Sarawak,1st Dose,3915
2022-03-18,Selangor,1st Dose,4760
2022-03-18,Terengganu,1st Dose,290
2022-03-18,Kuala Lumpur,1st Dose,1004
2022-03-18,Labuan,1st Dose,67
2022-03-18,Putrajaya,1st Dose,198
2022-03-19,Johor,1st Dose,2505
2022-03-19,Kedah,1st Dose,783
2022-03-19,Kelantan,1st Dose,260
2022-03-19,Melaka,1st Dose,466
2022-03-19,Negeri Sembilan,1st Dose,761
2022-03-19,Pahang,1st Dose,514
2022-03-19,Perak,1st Dose,821
2022-03-19,Perlis,1st Dose,53
2022-03-19,Penang,1st Dose,772
2022-03-19,Sabah,1st Dose,1845
2022-03-19,Sarawak,1st Dose,1568
2022-03-19,Selangor,1st Dose,5343
2022-03-19,Terengganu,1st Dose,327
2022-03-19,Kuala Lumpur,1st Dose,482
2022-03-19,Labuan,1st Dose,69
2022-03-19,Putrajaya,1st Dose,137
2022-03-20,Johor,1st Dose,2249
2022-03-20,Kedah,1st Dose,697
2022-03-20,Kelantan,1st Dose,179
2022-03-20,Melaka,1st Dose,233
2022-03-20,Negeri Sembilan,1st Dose,336
2022-03-20,Pahang,1st Dose,167
2022-03-20,Perak,1st Dose,293
2022-03-20,Perlis,1st Dose,35
2022-03-20,Penang,1st Dose,406
2022-03-20,Sabah,1st Dose,1509
2022-03-20,Sarawak,1st Dose,949
2022-03-20,Selangor,1st Dose,3389
2022-03-20,Terengganu,1st Dose,233
2022-03-20,Kuala Lumpur,1st Dose,222
2022-03-20,Labuan,1st Dose,40
2022-03-20,Putrajaya,1st Dose,75
2022-03-21,Johor,1st Dose,829
2022-03-21,Kedah,1st Dose,164
2022-03-21,Kelantan,1st Dose,88
2022-03-21,Melaka,1st Dose,78
2022-03-21,Negeri Sembilan,1st Dose,272
2022-03-21,Pahang,1st Dose,125
2022-03-21,Perak,1st Dose,223
2022-03-21,Perlis,1st Dose,21
2022-03-21,Penang,1st Dose,160
2022-03-21,Sabah,1st Dose,792
2022-03-21,Sarawak,1st Dose,1328
2022-03-21,Selangor,1st Dose,697
2022-03-21,Terengganu,1st Dose,86
2022-03-21,Kuala Lumpur,1st Dose,312
2022-03-21,Labuan,1st Dose,22
2022-03-21,Putrajaya,1st Dose,31
2022-03-22,Johor,1st Dose,836
2022-03-22,Kedah,1st Dose,234
2022-03-22,Kelantan,1st Dose,83
2022-03-22,Melaka,1st Dose,78
2022-03-22,Negeri Sembilan,1st Dose,204
2022-03-22,Pahang,1st Dose,266
2022-03-22,Perak,1st Dose,167
2022-03-22,Perlis,1st Dose,19
2022-03-22,Penang,1st Dose,154
2022-03-22,Sabah,1st Dose,418
2022-03-22,Sarawak,1st Dose,2618
2022-03-22,Selangor,1st Dose,1095
2022-03-22,Terengganu,1st Dose,167
2022-03-22,Kuala Lumpur,1st Dose,281
2022-03-22,Labuan,1st Dose,11
2022-03-22,Putrajaya,1st Dose,154
2022-03-23,Johor,1st Dose,1076
2022-03-23,Kedah,1st Dose,577
2022-03-23,Kelantan,1st Dose,85
2022-03-23,Melaka,1st Dose,252
2022-03-23,Negeri Sembilan,1st Dose,362
2022-03-23,Pahang,1st Dose,162
2022-03-23,Perak,1st Dose,313
2022-03-23,Perlis,1st Dose,12
2022-03-23,Penang,1st Dose,160
2022-03-23,Sabah,1st Dose,519
2022-03-23,Sarawak,1st Dose,1592
2022-03-23,Selangor,1st Dose,885
2022-03-23,Terengganu,1st Dose,173
2022-03-23,Kuala Lumpur,1st Dose,321
2022-03-23,Labuan,1st Dose,2
2022-03-23,Putrajaya,1st Dose,81
2022-03-24,Johor,1st Dose,815
2022-03-24,Kedah,1st Dose,630
2022-03-24,Kelantan,1st Dose,205
2022-03-24,Melaka,1st Dose,318
2022-03-24,Negeri Sembilan,1st Dose,283
2022-03-24,Pahang,1st Dose,293
2022-03-24,Perak,1st Dose,305
2022-03-24,Perlis,1st Dose,29
2022-03-24,Penang,1st Dose,148
2022-03-24,Sabah,1st Dose,370
2022-03-24,Sarawak,1st Dose,2313
2022-03-24,Selangor,1st Dose,998
2022-03-24,Terengganu,1st Dose,197
2022-03-24,Kuala Lumpur,1st Dose,234
2022-03-24,Labuan,1st Dose,13
2022-03-24,Putrajaya,1st Dose,17
2022-03-25,Johor,1st Dose,1563
2022-03-25,Kedah,1st Dose,483
2022-03-25,Kelantan,1st Dose,70
2022-03-25,Melaka,1st Dose,413
2022-03-25,Negeri Sembilan,1st Dose,694
2022-03-25,Pahang,1st Dose,357
2022-03-25,Perak,1st Dose,758
2022-03-25,Perlis,1st Dose,30
2022-03-25,Penang,1st Dose,291
2022-03-25,Sabah,1st Dose,1496
2022-03-25,Sarawak,1st Dose,1621
2022-03-25,Selangor,1st Dose,4181
2022-03-25,Terengganu,1st Dose,232
2022-03-25,Kuala Lumpur,1st Dose,761
2022-03-25,Labuan,1st Dose,21
2022-03-25,Putrajaya,1st Dose,243
2022-03-26,Johor,1st Dose,1247
2022-03-26,Kedah,1st Dose,632
2022-03-26,Kelantan,1st Dose,188
2022-03-26,Melaka,1st Dose,432
2022-03-26,Negeri Sembilan,1st Dose,657
2022-03-26,Pahang,1st Dose,384
2022-03-26,Perak,1st Dose,766
2022-03-26,Perlis,1st Dose,33
2022-03-26,Penang,1st Dose,313
2022-03-26,Sabah,1st Dose,1628
2022-03-26,Sarawak,1st Dose,1686
2022-03-26,Selangor,1st Dose,4960
2022-03-26,Terengganu,1st Dose,187
2022-03-26,Kuala Lumpur,1st Dose,588
2022-03-26,Labuan,1st Dose,46
2022-03-26,Putrajaya,1st Dose,142
2022-03-27,Johor,1st Dose,831
2022-03-27,Kedah,1st Dose,765
2022-03-27,Kelantan,1st Dose,78
2022-03-27,Melaka,1st Dose,200
2022-03-27,Negeri Sembilan,1st Dose,259
2022-03-27,Pahang,1st Dose,101
2022-03-27,Perak,1st Dose,252
2022-03-27,Perlis,1st Dose,34
2022-03-27,Penang,1st Dose,322
2022-03-27,Sabah,1st Dose,628
2022-03-27,Sarawak,1st Dose,353
2022-03-27,Selangor,1st Dose,2615
2022-03-27,Terengganu,1st Dose,118
2022-03-27,Kuala Lumpur,1st Dose,182
2022-03-27,Labuan,1st Dose,24
2022-03-27,Putrajaya,1st Dose,64
2022-03-28,Johor,1st Dose,484
2022-03-28,Kedah,1st Dose,408
2022-03-28,Kelantan,1st Dose,252
2022-03-28,Melaka,1st Dose,60
2022-03-28,Negeri Sembilan,1st Dose,212
2022-03-28,Pahang,1st Dose,110
2022-03-28,Perak,1st Dose,350
2022-03-28,Perlis,1st Dose,11
2022-03-28,Penang,1st Dose,159
2022-03-28,Sabah,1st Dose,868
2022-03-28,Sarawak,1st Dose,820
2022-03-28,Selangor,1st Dose,836
2022-03-28,Terengganu,1st Dose,63
2022-03-28,Kuala Lumpur,1st Dose,299
2022-03-28,Labuan,1st Dose,26
2022-03-28,Putrajaya,1st Dose,14
2022-03-29,Johor,1st Dose,1135
2022-03-29,Kedah,1st Dose,362
2022-03-29,Kelantan,1st Dose,134
2022-03-29,Melaka,1st Dose,80
2022-03-29,Negeri Sembilan,1st Dose,187
2022-03-29,Pahang,1st Dose,374
2022-03-29,Perak,1st Dose,349
2022-03-29,Perlis,1st Dose,13
2022-03-29,Penang,1st Dose,145
2022-03-29,Sabah,1st Dose,512
2022-03-29,Sarawak,1st Dose,1403
2022-03-29,Selangor,1st Dose,1084
2022-03-29,Terengganu,1st Dose,195
2022-03-29,Kuala Lumpur,1st Dose,278
2022-03-29,Labuan,1st Dose,5
2022-03-29,Putrajaya,1st Dose,194
2022-03-30,Johor,1st Dose,406
2022-03-30,Kedah,1st Dose,514
2022-03-30,Kelantan,1st Dose,108
2022-03-30,Melaka,1st Dose,134
2022-03-30,Negeri Sembilan,1st Dose,211
2022-03-30,Pahang,1st Dose,477
2022-03-30,Perak,1st Dose,161
2022-03-30,Perlis,1st Dose,27
2022-03-30,Penang,1st Dose,126
2022-03-30,Sabah,1st Dose,661
2022-03-30,Sarawak,1st Dose,1424
2022-03-30,Selangor,1st Dose,1008
2022-03-30,Terengganu,1st Dose,109
2022-03-30,Kuala Lumpur,1st Dose,248
2022-03-30,Labuan,1st Dose,24
2022-03-30,Putrajaya,1st Dose,293
2022-03-31,Johor,1st Dose,767
2022-03-31,Kedah,1st Dose,1022
2022-03-31,Kelantan,1st Dose,316
2022-03-31,Melaka,1st Dose,192
2022-03-31,Negeri Sembilan,1st Dose,308
2022-03-31,Pahang,1st Dose,423
2022-03-31,Perak,1st Dose,499
2022-03-31,Perlis,1st Dose,15
2022-03-31,Penang,1st Dose,106
2022-03-31,Sabah,1st Dose,523
2022-03-31,Sarawak,1st Dose,1687
2022-03-31,Selangor,1st Dose,1183
2022-03-31,Terengganu,1st Dose,260
2022-03-31,Kuala Lumpur,1st Dose,516
2022-03-31,Labuan,1st Dose,18
2022-03-31,Putrajaya,1st Dose,18
2022-04-01,Johor,1st Dose,1242
2022-04-01,Kedah,1st Dose,294
2022-04-01,Kelantan,1st Dose,78
2022-04-01,Melaka,1st Dose,294
2022-04-01,Negeri Sembilan,1st Dose,377
2022-04-01,Pahang,1st Dose,555
2022-04-01,Perak,1st Dose,1354
2022-04-01,Perlis,1st Dose,21
2022-04-01,Penang,1st Dose,421
2022-04-01,Sabah,1st Dose,860
2022-04-01,Sarawak,1st Dose,1658
2022-04-01,Selangor,1st Dose,2973
2022-04-01,Terengganu,1st Dose,115
2022-04-01,Kuala Lumpur,1st Dose,766
2022-04-01,Labuan,1st Dose,22
2022-04-01,Putrajaya,1st Dose,142
2022-04-02,Johor,1st Dose,605
2022-04-02,Kedah,1st Dose,171
2022-04-02,Kelantan,1st Dose,108
2022-04-02,Melaka,1st Dose,349
2022-04-02,Negeri Sembilan,1st Dose,336
2022-04-02,Pahang,1st Dose,207
2022-04-02,Perak,1st Dose,922
2022-04-02,Perlis,1st Dose,5
2022-04-02,Penang,1st Dose,256
2022-04-02,Sabah,1st Dose,608
2022-04-02,Sarawak,1st Dose,1725
2022-04-02,Selangor,1st Dose,3412
2022-04-02,Terengganu,1st Dose,231
2022-04-02,Kuala Lumpur,1st Dose,619
2022-04-02,Labuan,1st Dose,23
2022-04-02,Putrajaya,1st Dose,44
2022-04-03,Johor,1st Dose,366
2022-04-03,Kedah,1st Dose,36
2022-04-03,Kelantan,1st Dose,43
2022-04-03,Melaka,1st Dose,9
2022-04-03,Negeri Sembilan,1st Dose,150
2022-04-03,Pahang,1st Dose,17
2022-04-03,Perak,1st Dose,126
2022-04-03,Perlis,1st Dose,4
2022-04-03,Penang,1st Dose,87
2022-04-03,Sabah,1st Dose,138
2022-04-03,Sarawak,1st Dose,724
2022-04-03,Selangor,1st Dose,1001
2022-04-03,Terengganu,1st Dose,33
2022-04-03,Kuala Lumpur,1st Dose,125
2022-04-03,Labuan,1st Dose,0
2022-04-03,Putrajaya,1st Dose,5
2022-04-04,Johor,1st Dose,330
2022-04-04,Kedah,1st Dose,589
2022-04-04,Kelantan,1st Dose,38
2022-04-04,Melaka,1st Dose,19
2022-04-04,Negeri Sembilan,1st Dose,109
2022-04-04,Pahang,1st Dose,68
2022-04-04,Perak,1st Dose,119
2022-04-04,Perlis,1st Dose,1
2022-04-04,Penang,1st Dose,70
2022-04-04,Sabah,1st Dose,180
2022-04-04,Sarawak,1st Dose,1037
2022-04-04,Selangor,1st Dose,574
2022-04-04,Terengganu,1st Dose,9
2022-04-04,Kuala Lumpur,1st Dose,190
2022-04-04,Labuan,1st Dose,7
2022-04-04,Putrajaya,1st Dose,12
